0.005,0.0,-0.165,0.0,0.0,0.005,0.0,-0.165,0.0,0.0,0.0,-0.065,0.0,-0.009,0.055,-0.14,0.0,0.255,-0.14,0.0,0.255,-0.14,-0.14
0.01,0.0,-0.33,0.0,0.0,0.01,0.0,-0.33,0.0,0.0,0.0,-0.13,0.0,-0.018,0.11,-0.28,0.0,0.51,-0.28,0.0,0.51,-0.28,-0.28
0.015,0.0,-0.495,0.0,0.0,0.015,0.0,-0.495,0.0,0.0,0.0,-0.195,0.0,-0.027,0.165,-0.42,0.0,0.765,-0.42,0.0,0.765,-0.42,-0.42
0.02,0.0,-0.66,0.0,0.0,0.02,0.0,-0.66,0.0,0.0,0.0,-0.26,0.0,-0.036,0.22,-0.56,0.0,1.02,-0.56,0.0,1.02,-0.56,-0.56
0.025,0.0,-0.825,0.0,0.0,0.025,0.0,-0.825,0.0,0.0,0.0,-0.325,0.0,-0.045,0.275,-0.7,0.0,1.275,-0.7,0.0,1.275,-0.7,-0.7
0.03,0.0,-0.99,0.0,0.0,0.03,0.0,-0.99,0.0,0.0,0.0,-0.39,0.0,-0.054,0.33,-0.84,0.0,1.53,-0.84,0.0,1.53,-0.84,-0.84
0.035,0.0,-1.155,0.0,0.0,0.035,0.0,-1.155,0.0,0.0,0.0,-0.455,0.0,-0.063,0.385,-0.98,0.0,1.785,-0.98,0.0,1.785,-0.98,-0.98
0.04,0.0,-1.32,0.0,0.0,0.04,0.0,-1.32,0.0,0.0,0.0,-0.52,0.0,-0.072,0.44,-1.12,0.0,2.04,-1.12,0.0,2.04,-1.12,-1.12
0.045,0.0,-1.485,0.0,0.0,0.045,0.0,-1.485,0.0,0.0,0.0,-0.585,0.0,-0.081,0.495,-1.26,0.0,2.295,-1.26,0.0,2.295,-1.26,-1.26
0.05,0.0,-1.65,0.0,0.0,0.05,0.0,-1.65,0.0,0.0,0.0,-0.65,0.0,-0.09,0.55,-1.4,0.0,2.55,-1.4,0.0,2.55,-1.4,-1.4
-0.25,0.0,-1.485,0.0,0.0,-0.25,0.0,-1.485,0.0,0.0,0.0,-0.585,0.0,-0.06,0.495,-1.26,0.0,2.295,-1.26,0.0,2.295,-1.26,-1.26
-0.55,0.0,-1.32,0.0,0.0,-0.55,0.0,-1.32,0.0,0.0,0.0,-0.52,0.0,-0.03,0.44,-1.12,0.0,2.04,-1.12,0.0,2.04,-1.12,-1.12
-0.85,0.0,-1.155,0.0,0.0,-0.85,0.0,-1.155,0.0,0.0,0.0,-0.455,0.0,0.0,0.385,-0.98,0.0,1.785,-0.98,0.0,1.785,-0.98,-0.98
-1.15,0.0,-0.99,0.0,0.0,-1.15,0.0,-0.99,0.0,0.0,0.0,-0.39,0.0,0.03,0.33,-0.84,0.0,1.53,-0.84,0.0,1.53,-0.84,-0.84
-1.45,0.0,-0.825,0.0,0.0,-1.45,0.0,-0.825,0.0,0.0,0.0,-0.325,0.0,0.06,0.275,-0.7,0.0,1.275,-0.7,0.0,1.275,-0.7,-0.7
-1.75,0.0,-0.66,0.0,0.0,-1.75,0.0,-0.66,0.0,0.0,0.0,-0.26,0.0,0.09,0.22,-0.56,0.0,1.02,-0.56,0.0,1.02,-0.56,-0.56
-2.05,0.0,-0.495,0.0,0.0,-2.05,0.0,-0.495,0.0,0.0,0.0,-0.195,0.0,0.12,0.165,-0.42,0.0,0.765,-0.42,0.0,0.765,-0.42,-0.42
-2.35,0.0,-0.33,0.0,0.0,-2.35,0.0,-0.33,0.0,0.0,0.0,-0.13,0.0,0.15,0.11,-0.28,0.0,0.51,-0.28,0.0,0.51,-0.28,-0.28
-2.65,0.0,-0.165,0.0,0.0,-2.65,0.0,-0.165,0.0,0.0,0.0,-0.065,0.0,0.18,0.055,-0.14,0.0,0.255,-0.14,0.0,0.255,-0.14,-0.14
-2.95,0.0,0.0,0.0,0.0,-2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.65,0.0,-0.165,0.0,0.0,-2.65,0.0,-0.165,0.0,0.0,0.0,-0.065,0.0,0.18,0.055,-0.14,0.0,0.255,-0.14,0.0,0.255,-0.14,-0.14
-2.35,0.0,-0.33,0.0,0.0,-2.35,0.0,-0.33,0.0,0.0,0.0,-0.13,0.0,0.15,0.11,-0.28,0.0,0.51,-0.28,0.0,0.51,-0.28,-0.28
-2.05,0.0,-0.495,0.0,0.0,-2.05,0.0,-0.495,0.0,0.0,0.0,-0.195,0.0,0.12,0.165,-0.42,0.0,0.765,-0.42,0.0,0.765,-0.42,-0.42
-1.75,0.0,-0.66,0.0,0.0,-1.75,0.0,-0.66,0.0,0.0,0.0,-0.26,0.0,0.09,0.22,-0.56,0.0,1.02,-0.56,0.0,1.02,-0.56,-0.56
-1.45,0.0,-0.825,0.0,0.0,-1.45,0.0,-0.825,0.0,0.0,0.0,-0.325,0.0,0.06,0.275,-0.7,0.0,1.275,-0.7,0.0,1.275,-0.7,-0.7
-1.15,0.0,-0.99,0.0,0.0,-1.15,0.0,-0.99,0.0,0.0,0.0,-0.39,0.0,0.03,0.33,-0.84,0.0,1.53,-0.84,0.0,1.53,-0.84,-0.84
-0.85,0.0,-1.155,0.0,0.0,-0.85,0.0,-1.155,0.0,0.0,0.0,-0.455,0.0,0.0,0.385,-0.98,0.0,1.785,-0.98,0.0,1.785,-0.98,-0.98
-0.55,0.0,-1.32,0.0,0.0,-0.55,0.0,-1.32,0.0,0.0,0.0,-0.52,0.0,-0.03,0.44,-1.12,0.0,2.04,-1.12,0.0,2.04,-1.12,-1.12
-0.25,0.0,-1.485,0.0,0.0,-0.25,0.0,-1.485,0.0,0.0,0.0,-0.585,0.0,-0.06,0.495,-1.26,0.0,2.295,-1.26,0.0,2.295,-1.26,-1.26
0.05,0.0,-1.65,0.0,0.0,0.05,0.0,-1.65,0.0,0.0,0.0,-0.65,0.0,-0.09,0.55,-1.4,0.0,2.55,-1.4,0.0,2.55,-1.4,-1.4
0.045,0.0,-1.485,0.0,0.0,0.045,0.0,-1.485,0.0,0.0,0.0,-0.585,0.0,-0.081,0.495,-1.26,0.0,2.295,-1.26,0.0,2.295,-1.26,-1.26
0.04,0.0,-1.32,0.0,0.0,0.04,0.0,-1.32,0.0,0.0,0.0,-0.52,0.0,-0.072,0.44,-1.12,0.0,2.04,-1.12,0.0,2.04,-1.12,-1.12
0.035,0.0,-1.155,0.0,0.0,0.035,0.0,-1.155,0.0,0.0,0.0,-0.455,0.0,-0.063,0.385,-0.98,0.0,1.785,-0.98,0.0,1.785,-0.98,-0.98
0.03,0.0,-0.99,0.0,0.0,0.03,0.0,-0.99,0.0,0.0,0.0,-0.39,0.0,-0.054,0.33,-0.84,0.0,1.53,-0.84,0.0,1.53,-0.84,-0.84
0.025,0.0,-0.825,0.0,0.0,0.025,0.0,-0.825,0.0,0.0,0.0,-0.325,0.0,-0.045,0.275,-0.7,0.0,1.275,-0.7,0.0,1.275,-0.7,-0.7
0.02,0.0,-0.66,0.0,0.0,0.02,0.0,-0.66,0.0,0.0,0.0,-0.26,0.0,-0.036,0.22,-0.56,0.0,1.02,-0.56,0.0,1.02,-0.56,-0.56
0.015,0.0,-0.495,0.0,0.0,0.015,0.0,-0.495,0.0,0.0,0.0,-0.195,0.0,-0.027,0.165,-0.42,0.0,0.765,-0.42,0.0,0.765,-0.42,-0.42
0.01,0.0,-0.33,0.0,0.0,0.01,0.0,-0.33,0.0,0.0,0.0,-0.13,0.0,-0.018,0.11,-0.28,0.0,0.51,-0.28,0.0,0.51,-0.28,-0.28
