0.000000, -0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.400000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030000, 0.000000, 0.000000, -0.150000, 0.000000, 0.000000, 0.150000, 0.000000, 0.000000, 0.000000
0.000000, -1.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.950000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030000, 0.000000, 0.000000, -0.250000, 0.000000, 0.000000, 0.250000, 0.000000, 0.000000, 0.000000
0.000000, -1.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.950000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030000, 0.000000, 0.000000, -0.250000, 0.000000, 0.000000, 0.250000, 0.000000, 0.000000, 0.000000
0.000000, -2.100000, 0.000000, 0.000000, 0.000000, 0.000000, 2.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030000, 0.000000, 0.000000, -0.400000, 0.000000, 0.000000, 0.400000, 0.000000, 0.000000, 0.000000
2.750000, 0.450000, 0.000000, 0.000000, 0.000000, 3.250000, -0.200000, 0.000000, -0.150000, 0.000000, 0.000000, 0.000000, -0.010000, 0.000000, 0.000000, -0.500000, 0.000000, 0.000000, 0.500000, 0.000000, 0.000000, 0.000000
-2.950000, 0.200000, 0.000000, 0.000000, 0.000000, -2.850000, -0.200000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.750000, 0.450000, 0.000000, 0.000000, 0.000000, 3.250000, -0.200000, 0.000000, -0.150000, 0.000000, 0.000000, 0.000000, -0.010000, 0.000000, 0.000000, -0.500000, 0.000000, 0.000000, 0.500000, 0.000000, 0.000000, 0.000000
0.000000, -2.100000, 0.000000, 0.000000, 0.000000, 0.000000, 2.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030000, 0.000000, 0.000000, -0.400000, 0.000000, 0.000000, 0.400000, 0.000000, 0.000000, 0.000000
0.000000, -1.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.950000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030000, 0.000000, 0.000000, -0.250000, 0.000000, 0.000000, 0.250000, 0.000000, 0.000000, 0.000000
0.000000, -1.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.950000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030000, 0.000000, 0.000000, -0.250000, 0.000000, 0.000000, 0.250000, 0.000000, 0.000000, 0.000000
0.000000, -0.500000, 0.000000, 0.000000, 0.000000, 0.000000, 0.400000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030000, 0.000000, 0.000000, -0.150000, 0.000000, 0.000000, 0.150000, 0.000000, 0.000000, 0.000000
